(0.0, 2, 0.0)
(6.0, 99, 1.0888643725001182e+77)
(3.0, 65, 1.0301051460877538e+31)
(1.0, 8, 1.0)
(0.0, 39, 0.0)
(7.0, 25, 1.341068619663965e+21)
(0.0, 0, 1)
(0.0, 0, 1)
(8.0, 0, 1)
(0.0, 0, 1)
(7.0, 3, 343.0)
(4.0, 0, 1)
(6.0, 21, 2.1936950640377856e+16)
(0.0, 0, 1)
(1.0, 0, 1)
(0.0, 95, 0.0)
(0.0, 5, 0.0)
(0.0, 0, 1)
(3.0, 2, 9.0)
(6.0, 8, 1679616.0)
(9.0, 32, 3.4336838202925124e+30)
(0.0, 0, 1)
(6.0, 2, 36.0)
(0.0, 8, 0.0)
(8.0, 1, 8.0)
(0.0, 5, 0.0)
(9.0, 0, 1)
(7.0, 0, 1)
(3.0, 0, 1)
(6.0, 0, 1)
(2.0, 43, 8796093022208.0)
(7.0, 0, 1)
(0.0, 82, 0.0)
(0.0, 0, 1)
(0.0, 0, 1)
(0.0, 33, 0.0)
(9.0, 91, 6.855961324127973e+86)
(4.0, 86, 5.986310706507379e+51)
(7.0, 62, 2.4893071176241543e+52)
(1.0, 3, 1.0)
(0.0, 6, 0.0)
(0.0, 73, 0.0)
(8.0, 0, 1)
(6.0, 8, 1679616.0)
(5.0, 0, 1)
(0.0, 56, 0.0)
(0.0, 69, 0.0)
(3.0, 0, 1)
(0.0, 84, 0.0)
(0.0, 34, 0.0)
(0.0, 0, 1)
(1.0, 69, 1.0)
(8.0, 8, 16777216.0)
(0.0, 0, 1)
(4.0, 0, 1)
(0.0, 0, 1)
(0.0, 21, 0.0)
(1.0, 0, 1)
(0.0, 0, 1)
(0.0, 55, 0.0)
(5.0, 0, 1)
(0.0, 2, 0.0)
(0.0, 40, 0.0)
(3.0, 0, 1)
(8.0, 32, 7.922816251426434e+28)
(0.0, 0, 1)
(4.0, 0, 1)
(6.0, 7, 279936.0)
(1.0, 53, 1.0)
(2.0, 8, 256.0)
(0.0, 0, 1)
(0.0, 0, 1)
(0.0, 28, 0.0)
(0.0, 4, 0.0)
(0.0, 8, 0.0)
(0.0, 9, 0.0)
(4.0, 7, 16384.0)
(0.0, 0, 1)
(0.0, 0, 1)
(0.0, 86, 0.0)
(0.0, 0, 1)
(0.0, 0, 1)
(9.0, 9, 387420489.0)
(4.0, 0, 1)
(0.0, 7, 0.0)
(3.0, 5, 243.0)
(8.0, 1, 8.0)
(0.0, 1, 0.0)
(1.0, 40, 1.0)
(5.0, 72, 2.117582368135751e+50)
(0.0, 0, 1)
(0.0, 0, 1)
(5.0, 84, 5.169878828456423e+58)
(9.0, 5, 59049.0)
(5.0, 73, 1.0587911840678756e+51)
(6.0, 4, 1296.0)
(0.0, 29, 0.0)
(0.0, 0, 1)
(0.0, 9, 0.0)
(8.0, 0, 1)
(6.0, 0, 1)
(0.0, 0, 1)
(0.0, 9, 0.0)
(6.0, 55, 6.285195213566006e+42)
(0.0, 38, 0.0)
(0.0, 0, 1)
(0.0, 77, 0.0)
(6.0, 27, 1.0234903690774692e+21)
(0.0, 38, 0.0)
(6.0, 8, 1679616.0)
(0.0, 0, 1)
(0.0, 0, 1)
(0.0, 24, 0.0)
(1.0, 31, 1.0)
(6.0, 7, 279936.0)
(0.0, 9, 0.0)
(5.0, 2, 25.0)
(6.0, 61, 2.9324206788413557e+47)
(0.0, 0, 1)
(0.0, 0, 1)
(5.0, 56, 1.3877787807814455e+39)
(0.0, 5, 0.0)
(0.0, 0, 1)
(0.0, 55, 0.0)
(0.0, 65, 0.0)
(2.0, 3, 8.0)
(0.0, 39, 0.0)
(3.0, 8, 6561.0)
(0.0, 58, 0.0)
(0.0, 8, 0.0)
(5.0, 7, 78125.0)
(0.0, 71, 0.0)
(0.0, 94, 0.0)
(8.0, 2, 64.0)
(0.0, 50, 0.0)
(0.0, 88, 0.0)
(8.0, 85, 5.78960446186581e+76)
(0.0, 0, 1)
(7.0, 1, 7.0)
(0.0, 53, 0.0)
(4.0, 82, 2.3384026197294447e+49)
(1.0, 8, 1.0)
(9.0, 8, 43046721.0)
(0.0, 28, 0.0)
(0.0, 0, 1)
(3.0, 0, 1)
(0.0, 0, 1)
(0.0, 7, 0.0)
(0.0, 69, 0.0)
(0.0, 41, 0.0)
(6.0, 40, 1.3367494538843734e+31)
(0.0, 54, 0.0)
(6.0, 45, 1.0394563753404887e+35)
(0.0, 93, 0.0)
(0.0, 2, 0.0)
(0.0, 0, 1)
(7.0, 6, 117649.0)
(0.0, 27, 0.0)
(0.0, 9, 0.0)
(6.0, 0, 1)
(0.0, 77, 0.0)
(4.0, 18, 68719476736.0)
(0.0, 0, 1)
(0.0, 0, 1)
(5.0, 0, 1)
(1.0, 0, 1)
(0.0, 8, 0.0)
(2.0, 2, 4.0)
(3.0, 0, 1)
(3.0, 0, 1)
(9.0, 89, 8.464149782874042e+84)
(0.0, 85, 0.0)
(1.0, 0, 1)
(4.0, 4, 256.0)
(5.0, 11, 48828125.0)
(4.0, 8, 65536.0)
(0.0, 41, 0.0)
(0.0, 5, 0.0)
(0.0, 17, 0.0)
(6.0, 5, 7776.0)
(0.0, 0, 1)
(0.0, 0, 1)
(3.0, 0, 1)
(7.0, 5, 16807.0)
(0.0, 5, 0.0)
(2.0, 0, 1)
(2.0, 0, 1)
(0.0, 93, 0.0)
(0.0, 7, 0.0)
(4.0, 74, 3.5681192317649e+44)
(0.0, 46, 0.0)
(0.0, 23, 0.0)
(8.0, 0, 1)
(7.0, 90, 1.1450477594321049e+76)
(0.0, 0, 1)
(3.0, 0, 1)
(3.0, 0, 1)
(0.0, 0, 1)
(5.0, 86, 1.2924697071141058e+60)
(7.0, 0, 1)
(9.0, 4, 6561.0)
(8.0, 5, 32768.0)
(0.0, 44, 0.0)
(4.0, 8, 65536.0)
(0.0, 7, 0.0)
(0.0, 0, 1)
(0.0, 0, 1)
(8.0, 9, 134217728.0)
(0.0, 73, 0.0)
(6.0, 0, 1)
(0.0, 0, 1)
(0.0, 29, 0.0)
(7.0, 5, 16807.0)
(8.0, 38, 2.076918743413931e+34)
(0.0, 93, 0.0)
(8.0, 0, 1)
(6.0, 9, 10077696.0)
(8.0, 0, 1)
(0.0, 74, 0.0)
(0.0, 86, 0.0)
(0.0, 18, 0.0)
(0.0, 0, 1)
(0.0, 60, 0.0)
(0.0, 9, 0.0)
(9.0, 9, 387420489.0)
(0.0, 6, 0.0)
(0.0, 0, 1)
(0.0, 2, 0.0)
(0.0, 0, 1)
(0.0, 5, 0.0)
(0.0, 0, 1)
(0.0, 75, 0.0)
(0.0, 6, 0.0)
(2.0, 0, 1)
(2.0, 3, 8.0)
(0.0, 0, 1)
(0.0, 0, 1)
(0.0, 6, 0.0)
(7.0, 0, 1)
(0.0, 9, 0.0)
(4.0, 0, 1)
(1.0, 94, 1.0)
(0.0, 3, 0.0)
(0.0, 2, 0.0)
(3.0, 88, 9.697737297875235e+41)
(7.0, 90, 1.1450477594321049e+76)
(0.0, 0, 1)
(0.0, 0, 1)
(0.0, 0, 1)
(6.0, 0, 1)
(0.0, 1, 0.0)
(0.0, 0, 1)
(0.0, 3, 0.0)
(8.0, 31, 9.903520314283042e+27)
(0.0, 34, 0.0)
(0.0, 22, 0.0)
(7.0, 0, 1)
(0.0, 5, 0.0)
(6.0, 0, 1)
(1.0, 0, 1)
(0.0, 1, 0.0)
(7.0, 17, 232630513987207.0)
(0.0, 0, 1)
(7.0, 65, 8.53832341345085e+54)
(4.0, 89, 3.831238852164722e+53)
(0.0, 0, 1)
(0.0, 8, 0.0)
(0.0, 0, 1)
(0.0, 51, 0.0)
(8.0, 41, 1.0633823966279327e+37)
(3.0, 2, 9.0)
(0.0, 0, 1)
(0.0, 0, 1)
(0.0, 3, 0.0)
(0.0, 0, 1)
(8.0, 81, 1.4134776518227075e+73)
(0.0, 50, 0.0)
(0.0, 0, 1)
(2.0, 0, 1)
(4.0, 68, 8.711228593176025e+40)
(1.0, 39, 1.0)
(0.0, 0, 1)
(5.0, 5, 3125.0)
(0.0, 89, 0.0)
(0.0, 77, 0.0)
(0.0, 7, 0.0)
(3.0, 7, 2187.0)
(2.0, 0, 1)
(6.0, 4, 1296.0)
(0.0, 1, 0.0)
(0.0, 0, 1)
(4.0, 0, 1)
(0.0, 6, 0.0)
(0.0, 0, 1)
(4.0, 42, 1.9342813113834067e+25)
(0.0, 0, 1)
(7.0, 3, 343.0)
(0.0, 67, 0.0)
(7.0, 73, 4.922173535218488e+61)
(0.0, 1, 0.0)
(0.0, 1, 0.0)
